Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Date	Confirmed_daily	Deaths_daily	Tests	Tests_per_capita	Confirmed_change	Deaths_change
Dominica	11	0	0	11	1.5358e-4	0	55	22	13.75	7.679e-4	3.0716e-4	1.91975e-4	2020-03-27	0	0	NA	NA	NA	NA
Brazil	3417	92	6	3319	1.631e-5	4.4e-7	30666.6666667	14153.8461538	9200	1.46666666667e-4	6.76923076923e-5	4.4e-5	2020-03-27	432	15	NA	NA	NA	NA
Belize	2	0	0	2	5.22e-6	0	10	4	2.5	2.61e-5	1.044e-5	6.525e-6	2020-03-27	0	0	NA	NA	NA	NA
Colombia	539	6	10	523	1.086e-5	1.2e-7	2000	923.076923077	600	4e-5	1.84615384615e-5	1.2e-5	2020-03-27	48	0	8908	1.85e-4	NA	NA
Suriname	8	0	0	8	1.389e-5	0	40	16	10	6.945e-5	2.778e-5	1.73625e-5	2020-03-27	0	0	NA	NA	NA	NA
Uruguay	238	0	0	238	6.9e-5	0	1190	476	297.5	3.45e-4	1.38e-4	8.625e-5	2020-03-27	21	0	NA	NA	NA	NA
Peru	635	11	16	608	1.985e-5	3.4e-7	3666.66666667	1692.30769231	1100	1.13333333333e-4	5.23076923077e-5	3.4e-5	2020-03-27	55	2	12669	3.86e-4	NA	NA
Ecuador	1595	36	3	1556	9.336e-5	2.11e-6	12000	5538.46153846	3600	7.03333333333e-4	3.24615384615e-4	2.11e-4	2020-03-27	192	2	NA	NA	NA	NA
Chile	1610	5	43	1562	8.596e-5	2.7e-7	1666.66666667	769.230769231	500	9e-5	4.15384615385e-5	2.7e-5	2020-03-27	304	1	35142	0.001843	NA	NA
Guyana	5	1	0	4	6.42e-6	1.28e-6	333.333333333	153.846153846	100	4.26666666667e-4	1.96923076923e-4	1.28e-4	2020-03-27	0	0	NA	NA	NA	NA
Grenada	7	0	0	7	6.281e-5	0	35	14	8.75	3.1405e-4	1.2562e-4	7.85125e-5	2020-03-27	0	0	NA	NA	NA	NA
Argentina	589	13	72	504	1.324e-5	2.9e-7	4333.33333333	2000	1300	9.66666666667e-5	4.46153846154e-5	2.9e-5	2020-03-27	87	4	2847	6.3e-5	NA	NA
Bolivia	61	0	0	61	5.37e-6	0	305	122	76.25	2.685e-5	1.074e-5	6.7125e-6	2020-03-27	18	0	NA	NA	NA	NA
Venezuela	107	1	31	75	3.71e-6	3e-8	333.333333333	153.846153846	100	1e-5	4.61538461538e-6	3e-6	2020-03-27	0	1	NA	NA	NA	NA
Barbados	24	0	0	24	8.373e-5	0	120	48	30	4.1865e-4	1.6746e-4	1.046625e-4	2020-03-27	6	0	NA	NA	NA	NA
Diamond Princess	712	10	597	105	NA	NA	3333.33333333	1538.46153846	1000	NA	NA	NA	2020-03-27	0	0	NA	NA	NA	NA
Turkey	7402	108	70	7224	8.992e-5	1.31e-6	36000	16615.3846154	10800	4.36666666667e-4	2.01538461538e-4	1.31e-4	2020-03-28	1704	16	55464	6.67e-4	NA	NA
Italy	92472	10023	12384	70065	0.0015302	1.6586e-4	3341000	1542000	1002300	0.0552866666667	0.0255169230769	0.016586	2020-03-28	5974	889	429526	0.007121	NA	NA
Czech Republic	2631	11	11	2609	2.4761e-4	1.04e-6	3666.66666667	1692.30769231	1100	3.46666666667e-4	1.6e-4	1.04e-4	2020-03-28	352	2	36374	0.003415	NA	NA
Monaco	42	0	1	41	0.00108578	0	210	84	52.5	0.0054289	0.00217156	0.001357225	2020-03-28	0	0	NA	NA	NA	NA
Lithuania	394	7	1	386	1.4124e-4	2.51e-6	2333.33333333	1076.92307692	700	8.36666666667e-4	3.86153846154e-4	2.51e-4	2020-03-28	36	2	6900	0.002469	NA	NA
Luxembourg	1831	18	40	1773	0.00301286	2.962e-5	6000	2769.23076923	1800	0.00987333333333	0.00455692307692	0.002962	2020-03-28	226	3	NA	NA	NA	NA
France	38105	2317	5724	30064	5.6884e-4	3.459e-5	772333.333333	356461.538462	231700	0.01153	0.00532153846154	0.003459	2020-03-28	4703	320	NA	NA	NA	NA
Andorra	308	3	1	304	0.00399969	3.896e-5	1000	461.538461538	300	0.0129866666667	0.00599384615385	0.003896	2020-03-28	41	0	NA	NA	NA	NA
Switzerland	14076	264	1530	12282	0.00165278	3.1e-5	88000	40615.3846154	26400	0.0103333333333	0.00476923076923	0.0031	2020-03-28	1148	33	106000	0.012369	NA	NA
Georgia	90	0	14	76	2.412e-5	0	450	180	112.5	1.206e-4	4.824e-5	3.015e-5	2020-03-28	7	0	NA	NA	NA	NA
Slovakia	292	0	2	290	5.361e-5	0	1460	584	365	2.6805e-4	1.0722e-4	6.70125e-5	2020-03-28	23	0	7131	0.001308	NA	NA
Ireland	2415	36	5	2374	4.9758e-4	7.42e-6	12000	5538.46153846	3600	0.00247333333333	0.00114153846154	7.42e-4	2020-03-28	294	14	NA	NA	NA	NA
Norway	4015	23	7	3985	7.555e-4	4.33e-6	7666.66666667	3538.46153846	2300	0.00144333333333	6.66153846154e-4	4.33e-4	2020-03-28	260	4	NA	NA	NA	NA
Israel	3619	12	89	3518	4.0737e-4	1.35e-6	4000	1846.15384615	1200	4.5e-4	2.07692307692e-4	1.35e-4	2020-03-28	584	0	NA	NA	NA	NA
Belarus	94	0	32	62	9.91e-6	0	470	188	117.5	4.955e-5	1.982e-5	1.23875e-5	2020-03-28	0	0	NA	NA	NA	NA
Iceland	963	2	114	847	0.00272362	5.66e-6	666.666666667	307.692307692	200	0.00188666666667	8.70769230769e-4	5.66e-4	2020-03-28	73	0	14635	0.040177	NA	NA
Montenegro	84	1	0	83	1.3497e-4	1.61e-6	333.333333333	153.846153846	100	5.36666666667e-4	2.47692307692e-4	1.61e-4	2020-03-28	2	0	NA	NA	NA	NA
Slovenia	684	9	10	665	3.3085e-4	4.35e-6	3000	1384.61538462	900	0.00145	6.69230769231e-4	4.35e-4	2020-03-28	52	0	20753	0.00991	NA	NA
Germany	57695	433	8481	48781	6.9572e-4	5.22e-6	144333.333333	66615.3846154	43300	0.00174	8.03076923077e-4	5.22e-4	2020-03-28	6824	91	NA	NA	NA	NA
Bosnia and Herzegovina	258	5	5	248	7.762e-5	1.5e-6	1666.66666667	769.230769231	500	5e-4	2.30769230769e-4	1.5e-4	2020-03-28	21	1	1696	4.92e-4	NA	NA
Armenia	407	1	30	376	1.3788e-4	3.4e-7	333.333333333	153.846153846	100	1.13333333333e-4	5.23076923077e-5	3.4e-5	2020-03-28	78	0	NA	NA	NA	NA
Belgium	9134	353	1063	7718	7.9968e-4	3.091e-5	117666.666667	54307.6923077	35300	0.0103033333333	0.00475538461538	0.003091	2020-03-28	1850	64	NA	NA	NA	NA
Spain	73235	5982	12285	54968	0.0015674	1.2803e-4	1994000	920307.692308	598200	0.0426766666667	0.0196969230769	0.012803	2020-03-28	7516	844	NA	NA	NA	NA
Ukraine	356	9	5	342	7.98e-6	2e-7	3000	1384.61538462	900	6.66666666667e-5	3.07692307692e-5	2e-5	2020-03-28	46	4	1712	4.1e-5	NA	NA
San Marino	224	22	6	196	0.00663016	6.5118e-4	7333.33333333	3384.61538462	2200	0.21706	0.100181538462	0.065118	2020-03-28	1	1	NA	NA	NA	NA
Netherlands	9819	640	6	9173	5.6984e-4	3.714e-5	213333.333333	98461.5384615	64000	0.01238	0.00571384615385	0.003714	2020-03-28	1172	93	NA	NA	NA	NA
Denmark	2366	65	57	2244	4.0811e-4	1.121e-5	21666.6666667	10000	6500	0.00373666666667	0.00172461538462	0.001121	2020-03-28	166	13	22500	0.003795	NA	NA
Poland	1638	18	7	1613	4.313e-5	4.7e-7	6000	2769.23076923	1800	1.56666666667e-4	7.23076923077e-5	4.7e-5	2020-03-28	249	2	38674	0.001008	NA	NA
Finland	1167	9	10	1148	2.1149e-4	1.63e-6	3000	1384.61538462	900	5.43333333333e-4	2.50769230769e-4	1.63e-4	2020-03-28	126	2	18000	0.003254	NA	NA
Macedonia	241	4	3	234	1.157e-4	1.92e-6	1333.33333333	615.384615385	400	6.4e-4	2.95384615385e-4	1.92e-4	2020-03-28	22	1	NA	NA	NA	NA
Moldova	231	2	2	227	6.515e-5	5.6e-7	666.666666667	307.692307692	200	1.86666666667e-4	8.61538461538e-5	5.6e-5	2020-03-28	32	0	NA	NA	NA	NA
Liechtenstein	56	0	0	56	0.00147718	0	280	112	70	0.0073859	0.00295436	0.001846475	2020-03-28	0	0	NA	NA	NA	NA
Latvia	305	0	1	304	1.5831e-4	0	1525	610	381.25	7.9155e-4	3.1662e-4	1.978875e-4	2020-03-28	25	0	12748	0.00664	NA	NA
Croatia	657	5	45	607	1.6066e-4	1.22e-6	1666.66666667	769.230769231	500	4.06666666667e-4	1.87692307692e-4	1.22e-4	2020-03-28	71	2	5215	0.001279	NA	NA
Malta	149	0	2	147	3.0815e-4	0	745	298	186.25	0.00154075	6.163e-4	3.851875e-4	2020-03-28	10	0	NA	NA	NA	NA
Vatican	6	0	0	6	0.00749064	0	30	12	7.5	0.0374532	0.01498128	0.0093633	2020-03-28	2	0	NA	NA	NA	NA
Sweden	3447	105	16	3326	3.385e-4	1.031e-5	35000	16153.8461538	10500	0.00343666666667	0.00158615384615	0.001031	2020-03-28	378	0	NA	NA	NA	NA
Russia	1264	4	49	1211	8.75e-6	3e-8	1333.33333333	615.384615385	400	1e-5	4.61538461538e-6	3e-6	2020-03-28	228	0	243377	0.001659	NA	NA
Bulgaria	331	7	11	313	4.712e-5	1e-6	2333.33333333	1076.92307692	700	3.33333333333e-4	1.53846153846e-4	1e-4	2020-03-28	38	4	NA	NA	NA	NA
Romania	1452	37	139	1276	7.456e-5	1.9e-6	12333.3333333	5692.30769231	3700	6.33333333333e-4	2.92307692308e-4	1.9e-4	2020-03-28	160	11	19663	0.001013	NA	NA
Albania	197	10	31	156	6.873e-5	3.49e-6	3333.33333333	1538.46153846	1000	0.00116333333333	5.36923076923e-4	3.49e-4	2020-03-28	11	2	NA	NA	NA	NA
Portugal	5170	100	43	5027	5.0283e-4	9.73e-6	33333.3333333	15384.6153846	10000	0.00324333333333	0.00149692307692	9.73e-4	2020-03-28	902	24	32754	0.003187	NA	NA
Estonia	645	1	20	624	4.8831e-4	7.6e-7	333.333333333	153.846153846	100	2.53333333333e-4	1.16923076923e-4	7.6e-5	2020-03-28	70	0	9364	0.007049	NA	NA
Kosovo	91	1	1	89	4.931e-5	5.4e-7	333.333333333	153.846153846	100	1.8e-4	8.30769230769e-5	5.4e-5	2020-03-28	5	0	NA	NA	NA	NA
Azerbaijan	182	4	15	163	1.831e-5	4e-7	1333.33333333	615.384615385	400	1.33333333333e-4	6.15384615385e-5	4e-5	2020-03-28	17	1	NA	NA	NA	NA
United Kingdom	17312	1021	151	16140	2.6037e-4	1.536e-5	340333.333333	157076.923077	102100	0.00512	0.00236307692308	0.001536	2020-03-28	2567	260	120776	0.001788	NA	NA
Austria	8271	68	225	7978	9.3489e-4	7.69e-6	22666.6666667	10461.5384615	6800	0.00256333333333	0.00118307692308	7.69e-4	2020-03-28	614	10	42750	0.004802	NA	NA
West Bank and Gaza	98	1	18	79	1.96e-5	2e-7	333.333333333	153.846153846	100	6.66666666667e-5	3.07692307692e-5	2e-5	2020-03-28	7	0	NA	NA	NA	NA
Republic of Serbia	659	10	0	649	9.438e-5	1.43e-6	3333.33333333	1538.46153846	1000	4.76666666667e-4	2.2e-4	1.43e-4	2020-03-28	202	9	NA	NA	NA	NA
Greece	1061	32	52	977	9.89e-5	2.98e-6	10666.6666667	4923.07692308	3200	9.93333333333e-4	4.58461538462e-4	2.98e-4	2020-03-28	95	4	NA	NA	NA	NA
Hungary	343	11	34	298	3.511e-5	1.13e-6	3666.66666667	1692.30769231	1100	3.76666666667e-4	1.73846153846e-4	1.13e-4	2020-03-28	43	1	NA	NA	NA	NA
Cyprus	179	5	15	159	1.5299e-4	4.27e-6	1666.66666667	769.230769231	500	0.00142333333333	6.56923076923e-4	4.27e-4	2020-03-28	17	0	NA	NA	NA	NA
New Zealand	451	0	50	401	9.231e-5	0	2255	902	563.75	4.6155e-4	1.8462e-4	1.153875e-4	2020-03-28	83	0	NA	NA	NA	NA
Australia	3640	14	244	3382	1.4564e-4	5.6e-7	4666.66666667	2153.84615385	1400	1.86666666667e-4	8.61538461538e-5	5.6e-5	2020-03-28	497	1	207413	0.008166	NA	NA
Fiji	5	0	0	5	5.66e-6	0	25	10	6.25	2.83e-5	1.132e-5	7.075e-6	2020-03-28	0	0	NA	NA	NA	NA
Papua New Guinea	1	0	0	1	1.2e-7	0	5	2	1.25	6e-7	2.4e-7	1.5e-7	2020-03-28	0	0	NA	NA	NA	NA
Madagascar	26	0	0	26	9.9e-7	0	130	52	32.5	4.95e-6	1.98e-6	1.2375e-6	2020-03-28	0	0	NA	NA	NA	NA
Swaziland	9	0	0	9	7.92e-6	0	45	18	11.25	3.96e-5	1.584e-5	9.9e-6	2020-03-28	0	0	NA	NA	NA	NA
Liberia	3	0	0	3	6.2e-7	0	15	6	3.75	3.1e-6	1.24e-6	7.75e-7	2020-03-28	0	0	NA	NA	NA	NA
Sudan	5	1	0	4	1.2e-7	2e-8	333.333333333	153.846153846	100	6.66666666667e-6	3.07692307692e-6	2e-6	2020-03-28	2	0	NA	NA	NA	NA
Guinea	8	0	0	8	6.4e-7	0	40	16	10	3.2e-6	1.28e-6	8e-7	2020-03-28	0	0	NA	NA	NA	NA
United Republic of Tanzania	14	0	1	13	2.5e-7	0	70	28	17.5	1.25e-6	5e-7	3.125e-7	2020-03-28	1	0	NA	NA	NA	NA
Republic of the Congo	4	0	0	4	7.6e-7	0	20	8	5	3.8e-6	1.52e-6	9.5e-7	2020-03-28	0	0	NA	NA	NA	NA
Democratic Republic of the Congo	65	6	2	57	7.7e-7	7e-8	2000	923.076923077	600	2.33333333333e-5	1.07692307692e-5	7e-6	2020-03-28	14	3	NA	NA	NA	NA
Rwanda	60	0	0	60	4.88e-6	0	300	120	75	2.44e-5	9.76e-6	6.1e-6	2020-03-28	6	0	NA	NA	NA	NA
Somalia	3	0	0	3	2e-7	0	15	6	3.75	1e-6	4e-7	2.5e-7	2020-03-28	0	0	NA	NA	NA	NA
Ivory Coast	101	0	3	98	4.03e-6	0	505	202	126.25	2.015e-5	8.06e-6	5.0375e-6	2020-03-28	0	0	NA	NA	NA	NA
Nigeria	89	1	3	85	4.5e-7	1e-8	333.333333333	153.846153846	100	3.33333333333e-6	1.53846153846e-6	1e-6	2020-03-28	19	0	NA	NA	NA	NA
Cameroon	91	2	2	87	3.61e-6	8e-8	666.666666667	307.692307692	200	2.66666666667e-5	1.23076923077e-5	8e-6	2020-03-28	0	0	NA	NA	NA	NA
Burkina Faso	207	11	21	175	1.048e-5	5.6e-7	3666.66666667	1692.30769231	1100	1.86666666667e-4	8.61538461538e-5	5.6e-5	2020-03-28	27	2	NA	NA	NA	NA
Benin	6	0	0	6	5.2e-7	0	30	12	7.5	2.6e-6	1.04e-6	6.5e-7	2020-03-28	0	0	NA	NA	NA	NA
Ghana	141	5	2	134	4.74e-6	1.7e-7	1666.66666667	769.230769231	500	5.66666666667e-5	2.61538461538e-5	1.7e-5	2020-03-28	4	1	NA	NA	NA	NA
Algeria	454	29	31	394	1.075e-5	6.9e-7	9666.66666667	4461.53846154	2900	2.3e-4	1.06153846154e-4	6.9e-5	2020-03-28	45	3	NA	NA	NA	NA
Zambia	28	0	0	28	1.61e-6	0	140	56	35	8.05e-6	3.22e-6	2.0125e-6	2020-03-28	6	0	NA	NA	NA	NA
Cape Verde	5	1	0	4	9.2e-6	1.84e-6	333.333333333	153.846153846	100	6.13333333333e-4	2.83076923077e-4	1.84e-4	2020-03-28	0	0	NA	NA	NA	NA
Togo	25	1	1	23	3.17e-6	1.3e-7	333.333333333	153.846153846	100	4.33333333333e-5	2e-5	1.3e-5	2020-03-28	0	0	NA	NA	NA	NA
Zimbabwe	7	1	0	6	4.8e-7	7e-8	333.333333333	153.846153846	100	2.33333333333e-5	1.07692307692e-5	7e-6	2020-03-28	2	0	NA	NA	NA	NA
Senegal	130	0	18	112	8.2e-6	0	650	260	162.5	4.1e-5	1.64e-5	1.025e-5	2020-03-28	11	0	NA	NA	NA	NA
Eritrea	6	0	0	6	1.34e-6	0	30	12	7.5	6.7e-6	2.68e-6	1.675e-6	2020-03-28	0	0	NA	NA	NA	NA
Libya	3	0	0	3	4.5e-7	0	15	6	3.75	2.25e-6	9e-7	5.625e-7	2020-03-28	2	0	NA	NA	NA	NA
Gambia	3	1	0	2	1.32e-6	4.4e-7	333.333333333	153.846153846	100	1.46666666667e-4	6.76923076923e-5	4.4e-5	2020-03-28	0	0	NA	NA	NA	NA
Central African Republic	3	0	0	3	6.4e-7	0	15	6	3.75	3.2e-6	1.28e-6	8e-7	2020-03-28	0	0	NA	NA	NA	NA
Mauritius	102	2	0	100	8.061e-5	1.58e-6	666.666666667	307.692307692	200	5.26666666667e-4	2.43076923077e-4	1.58e-4	2020-03-28	8	0	NA	NA	NA	NA
Morocco	402	25	11	366	1.116e-5	6.9e-7	8333.33333333	3846.15384615	2500	2.3e-4	1.06153846154e-4	6.9e-5	2020-03-28	57	2	NA	NA	NA	NA
Mauritania	5	0	0	5	1.14e-6	0	25	10	6.25	5.7e-6	2.28e-6	1.425e-6	2020-03-28	2	0	NA	NA	NA	NA
Gabon	7	1	0	6	3.3e-6	4.7e-7	333.333333333	153.846153846	100	1.56666666667e-4	7.23076923077e-5	4.7e-5	2020-03-28	0	0	NA	NA	NA	NA
Guinea-Bissau	2	0	0	2	1.07e-6	0	10	4	2.5	5.35e-6	2.14e-6	1.3375e-6	2020-03-28	0	0	NA	NA	NA	NA
Mali	18	0	0	18	9.4e-7	0	90	36	22.5	4.7e-6	1.88e-6	1.175e-6	2020-03-28	7	0	NA	NA	NA	NA
Namibia	8	0	2	6	3.27e-6	0	40	16	10	1.635e-5	6.54e-6	4.0875e-6	2020-03-28	0	0	NA	NA	NA	NA
Seychelles	8	0	0	8	8.268e-5	0	40	16	10	4.134e-4	1.6536e-4	1.0335e-4	2020-03-28	1	0	NA	NA	NA	NA
Angola	5	0	0	5	1.6e-7	0	25	10	6.25	8e-7	3.2e-7	2e-7	2020-03-28	1	0	NA	NA	NA	NA
Chad	3	0	0	3	1.9e-7	0	15	6	3.75	9.5e-7	3.8e-7	2.375e-7	2020-03-28	0	0	NA	NA	NA	NA
Equatorial Guinea	12	0	0	12	9.17e-6	0	60	24	15	4.585e-5	1.834e-5	1.14625e-5	2020-03-28	0	0	NA	NA	NA	NA
Egypt	576	36	121	419	5.85e-6	3.7e-7	12000	5538.46153846	3600	1.23333333333e-4	5.69230769231e-5	3.7e-5	2020-03-28	40	6	NA	NA	NA	NA
South Africa	1187	1	31	1155	2.054e-5	2e-8	333.333333333	153.846153846	100	6.66666666667e-6	3.07692307692e-6	2e-6	2020-03-28	17	0	NA	NA	NA	NA
Tunisia	278	8	2	268	2.404e-5	6.9e-7	2666.66666667	1230.76923077	800	2.3e-4	1.06153846154e-4	6.9e-5	2020-03-28	51	2	NA	NA	NA	NA
Djibouti	14	0	0	14	1.46e-5	0	70	28	17.5	7.3e-5	2.92e-5	1.825e-5	2020-03-28	2	0	NA	NA	NA	NA
Mozambique	8	0	0	8	2.7e-7	0	40	16	10	1.35e-6	5.4e-7	3.375e-7	2020-03-28	1	0	NA	NA	NA	NA
Uganda	30	0	0	30	7e-7	0	150	60	37.5	3.5e-6	1.4e-6	8.75e-7	2020-03-28	7	0	NA	NA	NA	NA
Ethiopia	16	0	1	15	1.5e-7	0	80	32	20	7.5e-7	3e-7	1.875e-7	2020-03-28	0	0	NA	NA	NA	NA
Kenya	38	1	1	36	7.4e-7	2e-8	333.333333333	153.846153846	100	6.66666666667e-6	3.07692307692e-6	2e-6	2020-03-28	7	0	NA	NA	NA	NA
Niger	10	1	0	9	4.5e-7	4e-8	333.333333333	153.846153846	100	1.33333333333e-5	6.15384615385e-6	4e-6	2020-03-28	0	0	NA	NA	NA	NA
East Timor	1	0	0	1	7.9e-7	0	5	2	1.25	3.95e-6	1.58e-6	9.875e-7	2020-03-28	0	0	NA	NA	NA	NA
Afghanistan	110	4	2	104	2.96e-6	1.1e-7	1333.33333333	615.384615385	400	3.66666666667e-5	1.69230769231e-5	1.1e-5	2020-03-28	0	0	NA	NA	NA	NA
Qatar	590	1	45	544	2.121e-4	3.6e-7	333.333333333	153.846153846	100	1.2e-4	5.53846153846e-5	3.6e-5	2020-03-28	28	1	NA	NA	NA	NA
Bangladesh	48	5	15	28	3e-7	3e-8	1666.66666667	769.230769231	500	1e-5	4.61538461538e-6	3e-6	2020-03-28	0	0	NA	NA	NA	NA
Bhutan	3	0	0	3	3.98e-6	0	15	6	3.75	1.99e-5	7.96e-6	4.975e-6	2020-03-28	0	0	NA	NA	NA	NA
Kuwait	235	0	64	171	5.68e-5	0	1175	470	293.75	2.84e-4	1.136e-4	7.1e-5	2020-03-28	10	0	NA	NA	NA	NA
Nepal	5	0	1	4	1.8e-7	0	25	10	6.25	9e-7	3.6e-7	2.25e-7	2020-03-28	1	0	875	3.1e-5	NA	NA
Cambodia	99	0	13	86	6.09e-6	0	495	198	123.75	3.045e-5	1.218e-5	7.6125e-6	2020-03-28	0	0	NA	NA	NA	NA
Laos	8	0	0	8	1.13e-6	0	40	16	10	5.65e-6	2.26e-6	1.4125e-6	2020-03-28	2	0	NA	NA	NA	NA
Bahrain	476	4	265	207	3.0329e-4	2.55e-6	1333.33333333	615.384615385	400	8.5e-4	3.92307692308e-4	2.55e-4	2020-03-28	10	0	NA	NA	NA	NA
Brunei	120	1	25	94	2.7975e-4	2.33e-6	333.333333333	153.846153846	100	7.76666666667e-4	3.58461538462e-4	2.33e-4	2020-03-28	5	1	NA	NA	NA	NA
Saudi Arabia	1203	4	37	1162	3.57e-5	1.2e-7	1333.33333333	615.384615385	400	4e-5	1.84615384615e-5	1.2e-5	2020-03-28	99	1	NA	NA	NA	NA
Iran	35408	2517	11679	21212	4.3286e-4	3.077e-5	839000	387230.769231	251700	0.0102566666667	0.00473384615385	0.003077	2020-03-28	3076	139	NA	NA	NA	NA
Singapore	802	2	198	602	1.4223e-4	3.5e-7	666.666666667	307.692307692	200	1.16666666667e-4	5.38461538462e-5	3.5e-5	2020-03-28	70	0	NA	NA	NA	NA
Jordan	246	1	18	227	2.471e-5	1e-7	333.333333333	153.846153846	100	3.33333333333e-5	1.53846153846e-5	1e-5	2020-03-28	11	0	NA	NA	NA	NA
Lebanon	412	8	30	374	6.016e-5	1.17e-6	2666.66666667	1230.76923077	800	3.9e-4	1.8e-4	1.17e-4	2020-03-28	21	0	NA	NA	NA	NA
China	81999	3299	75100	3600	5.888e-5	2.37e-6	1099666.66667	507538.461538	329900	7.9e-4	3.64615384615e-4	2.37e-4	2020-03-28	102	3	NA	NA	NA	NA
Iraq	506	42	131	333	1.317e-5	1.09e-6	14000	6461.53846154	4200	3.63333333333e-4	1.67692307692e-4	1.09e-4	2020-03-28	48	2	NA	NA	NA	NA
Kazakhstan	228	1	16	211	1.248e-5	5e-8	333.333333333	153.846153846	100	1.66666666667e-5	7.69230769231e-6	5e-6	2020-03-28	78	0	NA	NA	NA	NA
Kyrgyzstan	58	0	0	58	9.18e-6	0	290	116	72.5	4.59e-5	1.836e-5	1.1475e-5	2020-03-28	0	0	NA	NA	NA	NA
Maldives	16	0	9	7	3.103e-5	0	80	32	20	1.5515e-4	6.206e-5	3.87875e-5	2020-03-28	0	0	NA	NA	NA	NA
Oman	152	0	23	129	3.147e-5	0	760	304	190	1.5735e-4	6.294e-5	3.93375e-5	2020-03-28	21	0	NA	NA	NA	NA
Philippines	1075	68	35	972	1.008e-5	6.4e-7	22666.6666667	10461.5384615	6800	2.13333333333e-4	9.84615384615e-5	6.4e-5	2020-03-28	272	14	2686	2.7e-5	NA	NA
Indonesia	1155	102	59	994	4.32e-6	3.8e-7	34000	15692.3076923	10200	1.26666666667e-4	5.84615384615e-5	3.8e-5	2020-03-28	109	15	5884	2.2e-5	NA	NA
Vietnam	174	0	21	153	1.82e-6	0	870	348	217.5	9.1e-6	3.64e-6	2.275e-6	2020-03-28	11	0	35808	3.69e-4	NA	NA
Mongolia	12	0	0	12	3.79e-6	0	60	24	15	1.895e-5	7.58e-6	4.7375e-6	2020-03-28	1	0	NA	NA	NA	NA
Thailand	1245	6	97	1142	1.793e-5	9e-8	2000	923.076923077	600	3e-5	1.38461538462e-5	9e-6	2020-03-28	109	1	16531	2.38e-4	NA	NA
Syria	5	0	0	5	3e-7	0	25	10	6.25	1.5e-6	6e-7	3.75e-7	2020-03-28	0	0	NA	NA	NA	NA
Taiwan	283	2	30	251	1.19e-5	8e-8	666.666666667	307.692307692	200	2.66666666667e-5	1.23076923077e-5	8e-6	2020-03-28	16	0	29389	0.001236	NA	NA
Pakistan	1495	12	29	1454	7.04e-6	6e-8	4000	1846.15384615	1200	2e-5	9.23076923077e-6	6e-6	2020-03-28	122	1	13231	6.2e-5	NA	NA
Myanmar	8	0	0	8	1.5e-7	0	40	16	10	7.5e-7	3e-7	1.875e-7	2020-03-28	0	0	NA	NA	NA	NA
United Arab Emirates	468	2	52	414	4.859e-5	2.1e-7	666.666666667	307.692307692	200	7e-5	3.23076923077e-5	2.1e-5	2020-03-28	63	0	NA	NA	NA	NA
India	987	24	84	879	7.3e-7	2e-8	8000	3692.30769231	2400	6.66666666667e-6	3.07692307692e-6	2e-6	2020-03-28	100	4	NA	NA	NA	NA
Uzbekistan	104	2	5	97	3.16e-6	6e-8	666.666666667	307.692307692	200	2e-5	9.23076923077e-6	6e-6	2020-03-28	16	1	NA	NA	NA	NA
Malaysia	2320	27	320	1973	7.337e-5	8.5e-7	9000	4153.84615385	2700	2.83333333333e-4	1.30769230769e-4	8.5e-5	2020-03-28	159	1	NA	NA	NA	NA
Sri Lanka	113	1	9	103	5.21e-6	5e-8	333.333333333	153.846153846	100	1.66666666667e-5	7.69230769231e-6	5e-6	2020-03-28	7	1	NA	NA	NA	NA
Japan	1693	52	404	1237	1.338e-5	4.1e-7	17333.3333333	8000	5200	1.36666666667e-4	6.30769230769e-5	4.1e-5	2020-03-28	225	3	28464	2.26e-4	NA	NA
South Korea	9478	144	4811	4523	1.8356e-4	2.79e-6	48000	22153.8461538	14400	0.00093000000000000005	4.29230769231e-4	2.79e-4	2020-03-28	146	5	387925	0.007502	NA	NA
Canada	5576	61	0	0	1.5046e-4	1.65e-6	20333.3333333	9384.61538462	6100	5.5e-4	2.53846153846e-4	1.65e-4	2020-03-28	894	7	NA	NA	NA	NA
Jamaica	30	1	2	27	1.022e-5	3.4e-7	333.333333333	153.846153846	100	1.13333333333e-4	5.23076923077e-5	3.4e-5	2020-03-28	4	0	NA	NA	NA	NA
Honduras	95	1	3	91	9.91e-6	1e-7	333.333333333	153.846153846	100	3.33333333333e-5	1.53846153846e-5	1e-5	2020-03-28	27	0	NA	NA	NA	NA
Saint Lucia	3	0	1	2	1.649e-5	0	15	6	3.75	8.245e-5	3.298e-5	2.06125e-5	2020-03-28	0	0	NA	NA	NA	NA
Cuba	119	3	4	112	1.05e-5	2.6e-7	1000	461.538461538	300	8.66666666667e-5	4e-5	2.6e-5	2020-03-28	39	1	NA	NA	NA	NA
El Salvador	19	0	0	19	2.96e-6	0	95	38	23.75	1.48e-5	5.92e-6	3.7e-6	2020-03-28	6	0	NA	NA	NA	NA
The Bahamas	10	0	1	9	2.593e-5	0	50	20	12.5	1.2965e-4	5.186e-5	3.24125e-5	2020-03-28	0	0	NA	NA	NA	NA
